************************************************
***** POSSIBLE INFEASBILE EQUATIONS ************
************************************************
************************************************
****** ACTIVE OBJECTIVE EQUATIONS **************
************************************************
Number           ID  Node    Horizon  Unscaled Res  Scaled Res   Scaling     Name
     12230          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(470).c(9).t(2): not available
     12231          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(471).c(1).t(2): not available
     12232          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(471).c(2).t(2): not available
     12233          0    0          0  -1.3878E-17  -1.3878E-17   1.0000E+00  p(471).c(3).t(2): not available
     12234          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(471).c(4).t(2): not available
     12235          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(471).c(5).t(2): not available
     12236          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(471).c(6).t(2): not available
     12237          0    0          0   3.5527E-15   3.5527E-15   1.0000E+00  p(471).c(7).t(2): not available
     12238          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(471).c(8).t(2): not available
     12239          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(471).c(9).t(2): not available
     12240          0    0          0   1.7764E-15   1.7764E-15   1.0000E+00  p(472).c(1).t(2): not available
     12241          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(472).c(2).t(2): not available
     12242          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(472).c(3).t(2): not available
     12243          0    0          0  -7.4506E-09  -7.4506E-09   1.0000E+00  p(472).c(4).t(2): not available
     12244          0    0          0  -8.8818E-16  -8.8818E-16   1.0000E+00  p(472).c(5).t(2): not available
     12245          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(472).c(6).t(2): not available
     12246          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(472).c(7).t(2): not available
     12247          0    0          0  -2.2737E-13  -2.2737E-13   1.0000E+00  p(472).c(8).t(2): not available
     12248          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(472).c(9).t(2): not available
     12249          0    0          0   1.7764E-15   1.7764E-15   1.0000E+00  p(473).c(1).t(2): not available
     12250          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(473).c(2).t(2): not available
     12251          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(473).c(3).t(2): not available
     12252          0    0          0  -7.4506E-09  -7.4506E-09   1.0000E+00  p(473).c(4).t(2): not available
     12253          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(473).c(5).t(2): not available
     12254          0    0          0  -2.8422E-14  -2.8422E-14   1.0000E+00  p(473).c(6).t(2): not available
     12255          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(473).c(7).t(2): not available
     12256          0    0          0   4.5475E-13   4.5475E-13   1.0000E+00  p(473).c(8).t(2): not available
     12257          0    0          0   2.2204E-16   2.2204E-16   1.0000E+00  p(473).c(9).t(2): not available
     12258          0    0          0  -1.7764E-15  -1.7764E-15   1.0000E+00  p(474).c(1).t(2): not available
     12259          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(474).c(2).t(2): not available
     12260          0    0          0   1.3878E-17   1.3878E-17   1.0000E+00  p(474).c(3).t(2): not available
     12261          0    0          0   7.4506E-09   7.4506E-09   1.0000E+00  p(474).c(4).t(2): not available
     12262          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(474).c(5).t(2): not available
     12263          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(474).c(6).t(2): not available
     12264          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(474).c(7).t(2): not available
     12265          0    0          0  -2.2737E-13  -2.2737E-13   1.0000E+00  p(474).c(8).t(2): not available
     12266          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(474).c(9).t(2): not available
     12267          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(475).c(1).t(2): not available
     12268          0    0          0   1.7764E-15   1.7764E-15   1.0000E+00  p(475).c(2).t(2): not available
     12269          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(475).c(3).t(2): not available
     12270          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(475).c(4).t(2): not available
     12271          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(475).c(5).t(2): not available
     12272          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(475).c(6).t(2): not available
     12273          0    0          0   3.5527E-15   3.5527E-15   1.0000E+00  p(475).c(7).t(2): not available
     12274          0    0          0  -2.2737E-13  -2.2737E-13   1.0000E+00  p(475).c(8).t(2): not available
     12275          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(475).c(9).t(2): not available
     12276          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(476).c(1).t(2): not available
     12277          0    0          0  -3.5527E-15  -3.5527E-15   1.0000E+00  p(476).c(2).t(2): not available
     12278          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(476).c(3).t(2): not available
     12279          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(476).c(4).t(2): not available
     12280          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(476).c(5).t(2): not available
     12281          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(476).c(6).t(2): not available
     12282          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(476).c(7).t(2): not available
     12283          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(476).c(8).t(2): not available
     12284          0    0          0  -2.2204E-16  -2.2204E-16   1.0000E+00  p(476).c(9).t(2): not available
     12285          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(477).c(1).t(2): not available
     12286          0    0          0   1.7764E-15   1.7764E-15   1.0000E+00  p(477).c(2).t(2): not available
     12287          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(477).c(3).t(2): not available
     12288          0    0          0  -1.4901E-08  -1.4901E-08   1.0000E+00  p(477).c(4).t(2): not available
     12289          0    0          0   8.8818E-16   8.8818E-16   1.0000E+00  p(477).c(5).t(2): not available
     12290          0    0          0  -2.8422E-14  -2.8422E-14   1.0000E+00  p(477).c(6).t(2): not available
     12291          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(477).c(7).t(2): not available
     12292          0    0          0   2.2737E-13   2.2737E-13   1.0000E+00  p(477).c(8).t(2): not available
     12293          0    0          0   2.2204E-16   2.2204E-16   1.0000E+00  p(477).c(9).t(2): not available
     12294          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(478).c(1).t(2): not available
     12295          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(478).c(2).t(2): not available
     12296          0    0          0  -1.3878E-17  -1.3878E-17   1.0000E+00  p(478).c(3).t(2): not available
     12297          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(478).c(4).t(2): not available
     12298          0    0          0  -8.8818E-16  -8.8818E-16   1.0000E+00  p(478).c(5).t(2): not available
     12299          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(478).c(6).t(2): not available
     12300          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(478).c(7).t(2): not available
     12301          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(478).c(8).t(2): not available
     12302          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(478).c(9).t(2): not available
     12303          0    0          0  -1.7764E-15  -1.7764E-15   1.0000E+00  p(479).c(1).t(2): not available
     12304          0    0          0   1.7764E-15   1.7764E-15   1.0000E+00  p(479).c(2).t(2): not available
     12305          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(479).c(3).t(2): not available
     12306          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(479).c(4).t(2): not available
     12307          0    0          0  -8.8818E-16  -8.8818E-16   1.0000E+00  p(479).c(5).t(2): not available
     12308          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(479).c(6).t(2): not available
     12309          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(479).c(7).t(2): not available
     12310          0    0          0  -2.2737E-13  -2.2737E-13   1.0000E+00  p(479).c(8).t(2): not available
     12311          0    0          0  -2.2204E-16  -2.2204E-16   1.0000E+00  p(479).c(9).t(2): not available
     12312          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(480).c(1).t(2): not available
     12313          0    0          0  -1.7764E-15  -1.7764E-15   1.0000E+00  p(480).c(2).t(2): not available
     12314          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(480).c(3).t(2): not available
     12315          0    0          0  -7.4506E-09  -7.4506E-09   1.0000E+00  p(480).c(4).t(2): not available
     12316          0    0          0   8.8818E-16   8.8818E-16   1.0000E+00  p(480).c(5).t(2): not available
     12317          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(480).c(6).t(2): not available
     12318          0    0          0   3.5527E-15   3.5527E-15   1.0000E+00  p(480).c(7).t(2): not available
     12319          0    0          0   2.2737E-13   2.2737E-13   1.0000E+00  p(480).c(8).t(2): not available
     12320          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(480).c(9).t(2): not available
     12321          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(481).c(1).t(2): not available
     12322          0    0          0   1.7764E-15   1.7764E-15   1.0000E+00  p(481).c(2).t(2): not available
     12323          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(481).c(3).t(2): not available
     12324          0    0          0   7.4506E-09   7.4506E-09   1.0000E+00  p(481).c(4).t(2): not available
     12325          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(481).c(5).t(2): not available
     12326          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(481).c(6).t(2): not available
     12327          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(481).c(7).t(2): not available
     12328          0    0          0  -2.2737E-13  -2.2737E-13   1.0000E+00  p(481).c(8).t(2): not available
     12329          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(481).c(9).t(2): not available
     12330          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(482).c(1).t(2): not available
     12331          0    0          0  -1.7764E-15  -1.7764E-15   1.0000E+00  p(482).c(2).t(2): not available
     12332          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(482).c(3).t(2): not available
     12333          0    0          0   7.4506E-09   7.4506E-09   1.0000E+00  p(482).c(4).t(2): not available
     12334          0    0          0   8.8818E-16   8.8818E-16   1.0000E+00  p(482).c(5).t(2): not available
     12335          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(482).c(6).t(2): not available
     12336          0    0          0  -3.5527E-15  -3.5527E-15   1.0000E+00  p(482).c(7).t(2): not available
     12337          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(482).c(8).t(2): not available
     12338          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(482).c(9).t(2): not available
     12339          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(483).c(1).t(2): not available
     12340          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(483).c(2).t(2): not available
     12341          0    0          0  -1.3878E-17  -1.3878E-17   1.0000E+00  p(483).c(3).t(2): not available
     12342          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(483).c(4).t(2): not available
     12343          0    0          0  -8.8818E-16  -8.8818E-16   1.0000E+00  p(483).c(5).t(2): not available
     12344          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(483).c(6).t(2): not available
     12345          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(483).c(7).t(2): not available
     12346          0    0          0   2.2737E-13   2.2737E-13   1.0000E+00  p(483).c(8).t(2): not available
     12347          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(483).c(9).t(2): not available
     12348          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(484).c(1).t(2): not available
     12349          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(484).c(2).t(2): not available
     12350          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(484).c(3).t(2): not available
     12351          0    0          0  -7.4506E-09  -7.4506E-09   1.0000E+00  p(484).c(4).t(2): not available
     12352          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(484).c(5).t(2): not available
     12353          0    0          0  -2.8422E-14  -2.8422E-14   1.0000E+00  p(484).c(6).t(2): not available
     12354          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(484).c(7).t(2): not available
     12355          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(484).c(8).t(2): not available
     12356          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(484).c(9).t(2): not available
     12357          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(485).c(1).t(2): not available
     12358          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(485).c(2).t(2): not available
     12359          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(485).c(3).t(2): not available
     12360          0    0          0   7.4506E-09   7.4506E-09   1.0000E+00  p(485).c(4).t(2): not available
     12361          0    0          0   8.8818E-16   8.8818E-16   1.0000E+00  p(485).c(5).t(2): not available
     12362          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(485).c(6).t(2): not available
     12363          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(485).c(7).t(2): not available
     12364          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(485).c(8).t(2): not available
     12365          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(485).c(9).t(2): not available
     12366          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(486).c(1).t(2): not available
     12367          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(486).c(2).t(2): not available
     12368          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(486).c(3).t(2): not available
     12369          0    0          0  -7.4506E-09  -7.4506E-09   1.0000E+00  p(486).c(4).t(2): not available
     12370          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(486).c(5).t(2): not available
     12371          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(486).c(6).t(2): not available
     12372          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(486).c(7).t(2): not available
     12373          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(486).c(8).t(2): not available
     12374          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(486).c(9).t(2): not available
     12375          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(487).c(1).t(2): not available
     12376          0    0          0   1.7764E-15   1.7764E-15   1.0000E+00  p(487).c(2).t(2): not available
     12377          0    0          0  -1.3878E-17  -1.3878E-17   1.0000E+00  p(487).c(3).t(2): not available
     12378          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(487).c(4).t(2): not available
     12379          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(487).c(5).t(2): not available
     12380          0    0          0   2.8422E-14   2.8422E-14   1.0000E+00  p(487).c(6).t(2): not available
     12381          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(487).c(7).t(2): not available
     12382          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(487).c(8).t(2): not available
     12383          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(487).c(9).t(2): not available
     12384          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(488).c(1).t(2): not available
     12385          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(488).c(2).t(2): not available
     12386          0    0          0   1.3878E-17   1.3878E-17   1.0000E+00  p(488).c(3).t(2): not available
     12387          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(488).c(4).t(2): not available
     12388          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(488).c(5).t(2): not available
     12389          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(488).c(6).t(2): not available
     12390          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(488).c(7).t(2): not available
     12391          0    0          0  -2.2737E-13  -2.2737E-13   1.0000E+00  p(488).c(8).t(2): not available
     12392          0    0          0  -2.2204E-16  -2.2204E-16   1.0000E+00  p(488).c(9).t(2): not available
     12393          0    0          0   1.7764E-15   1.7764E-15   1.0000E+00  p(489).c(1).t(2): not available
     12394          0    0          0  -1.7764E-15  -1.7764E-15   1.0000E+00  p(489).c(2).t(2): not available
     12395          0    0          0  -1.3878E-17  -1.3878E-17   1.0000E+00  p(489).c(3).t(2): not available
     12396          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(489).c(4).t(2): not available
     12397          0    0          0  -8.8818E-16  -8.8818E-16   1.0000E+00  p(489).c(5).t(2): not available
     12398          0    0          0   2.8422E-14   2.8422E-14   1.0000E+00  p(489).c(6).t(2): not available
     12399          0    0          0  -3.5527E-15  -3.5527E-15   1.0000E+00  p(489).c(7).t(2): not available
     12400          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(489).c(8).t(2): not available
     12401          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(489).c(9).t(2): not available
     12402          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(490).c(1).t(2): not available
     12403          0    0          0   1.7764E-15   1.7764E-15   1.0000E+00  p(490).c(2).t(2): not available
     12404          0    0          0   1.3878E-17   1.3878E-17   1.0000E+00  p(490).c(3).t(2): not available
     12405          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(490).c(4).t(2): not available
     12406          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(490).c(5).t(2): not available
     12407          0    0          0  -2.8422E-14  -2.8422E-14   1.0000E+00  p(490).c(6).t(2): not available
     12408          0    0          0  -3.5527E-15  -3.5527E-15   1.0000E+00  p(490).c(7).t(2): not available
     12409          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(490).c(8).t(2): not available
     12410          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(490).c(9).t(2): not available
     12411          0    0          0  -1.7764E-15  -1.7764E-15   1.0000E+00  p(491).c(1).t(2): not available
     12412          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(491).c(2).t(2): not available
     12413          0    0          0  -1.3878E-17  -1.3878E-17   1.0000E+00  p(491).c(3).t(2): not available
     12414          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(491).c(4).t(2): not available
     12415          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(491).c(5).t(2): not available
     12416          0    0          0  -2.8422E-14  -2.8422E-14   1.0000E+00  p(491).c(6).t(2): not available
     12417          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(491).c(7).t(2): not available
     12418          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(491).c(8).t(2): not available
     12419          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(491).c(9).t(2): not available
     12420          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(492).c(1).t(2): not available
     12421          0    0          0   1.7764E-15   1.7764E-15   1.0000E+00  p(492).c(2).t(2): not available
     12422          0    0          0   1.3878E-17   1.3878E-17   1.0000E+00  p(492).c(3).t(2): not available
     12423          0    0          0   7.4506E-09   7.4506E-09   1.0000E+00  p(492).c(4).t(2): not available
     12424          0    0          0  -8.8818E-16  -8.8818E-16   1.0000E+00  p(492).c(5).t(2): not available
     12425          0    0          0   2.8422E-14   2.8422E-14   1.0000E+00  p(492).c(6).t(2): not available
     12426          0    0          0   3.5527E-15   3.5527E-15   1.0000E+00  p(492).c(7).t(2): not available
     12427          0    0          0   4.5475E-13   4.5475E-13   1.0000E+00  p(492).c(8).t(2): not available
     12428          0    0          0   2.2204E-16   2.2204E-16   1.0000E+00  p(492).c(9).t(2): not available
     12429          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(493).c(1).t(2): not available
     12430          0    0          0  -1.7764E-15  -1.7764E-15   1.0000E+00  p(493).c(2).t(2): not available
     12431          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(493).c(3).t(2): not available
     12432          0    0          0  -7.4506E-09  -7.4506E-09   1.0000E+00  p(493).c(4).t(2): not available
     12433          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(493).c(5).t(2): not available
     12434          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(493).c(6).t(2): not available
     12435          0    0          0  -3.5527E-15  -3.5527E-15   1.0000E+00  p(493).c(7).t(2): not available
     12436          0    0          0  -2.2737E-13  -2.2737E-13   1.0000E+00  p(493).c(8).t(2): not available
     12437          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(493).c(9).t(2): not available
     12438          0    0          0   1.7764E-15   1.7764E-15   1.0000E+00  p(494).c(1).t(2): not available
     12439          0    0          0   1.7764E-15   1.7764E-15   1.0000E+00  p(494).c(2).t(2): not available
     12440          0    0          0  -1.3878E-17  -1.3878E-17   1.0000E+00  p(494).c(3).t(2): not available
     12441          0    0          0  -7.4506E-09  -7.4506E-09   1.0000E+00  p(494).c(4).t(2): not available
     12442          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(494).c(5).t(2): not available
     12443          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(494).c(6).t(2): not available
     12444          0    0          0   3.5527E-15   3.5527E-15   1.0000E+00  p(494).c(7).t(2): not available
     12445          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(494).c(8).t(2): not available
     12446          0    0          0   2.2204E-16   2.2204E-16   1.0000E+00  p(494).c(9).t(2): not available
     12447          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(495).c(1).t(2): not available
     12448          0    0          0  -1.7764E-15  -1.7764E-15   1.0000E+00  p(495).c(2).t(2): not available
     12449          0    0          0  -1.3878E-17  -1.3878E-17   1.0000E+00  p(495).c(3).t(2): not available
     12450          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(495).c(4).t(2): not available
     12451          0    0          0  -8.8818E-16  -8.8818E-16   1.0000E+00  p(495).c(5).t(2): not available
     12452          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(495).c(6).t(2): not available
     12453          0    0          0  -3.5527E-15  -3.5527E-15   1.0000E+00  p(495).c(7).t(2): not available
     12454          0    0          0  -2.2737E-13  -2.2737E-13   1.0000E+00  p(495).c(8).t(2): not available
     12455          0    0          0  -2.2204E-16  -2.2204E-16   1.0000E+00  p(495).c(9).t(2): not available
     12456          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(496).c(1).t(2): not available
     12457          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(496).c(2).t(2): not available
     12458          0    0          0   1.3878E-17   1.3878E-17   1.0000E+00  p(496).c(3).t(2): not available
     12459          0    0          0  -7.4506E-09  -7.4506E-09   1.0000E+00  p(496).c(4).t(2): not available
     12460          0    0          0   8.8818E-16   8.8818E-16   1.0000E+00  p(496).c(5).t(2): not available
     12461          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(496).c(6).t(2): not available
     12462          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(496).c(7).t(2): not available
     12463          0    0          0   4.5475E-13   4.5475E-13   1.0000E+00  p(496).c(8).t(2): not available
     12464          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(496).c(9).t(2): not available
     12465          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(497).c(1).t(2): not available
     12466          0    0          0   1.7764E-15   1.7764E-15   1.0000E+00  p(497).c(2).t(2): not available
     12467          0    0          0   1.3878E-17   1.3878E-17   1.0000E+00  p(497).c(3).t(2): not available
     12468          0    0          0   7.4506E-09   7.4506E-09   1.0000E+00  p(497).c(4).t(2): not available
     12469          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(497).c(5).t(2): not available
     12470          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(497).c(6).t(2): not available
     12471          0    0          0   3.5527E-15   3.5527E-15   1.0000E+00  p(497).c(7).t(2): not available
     12472          0    0          0  -2.2737E-13  -2.2737E-13   1.0000E+00  p(497).c(8).t(2): not available
     12473          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(497).c(9).t(2): not available
     12474          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(498).c(1).t(2): not available
     12475          0    0          0  -1.7764E-15  -1.7764E-15   1.0000E+00  p(498).c(2).t(2): not available
     12476          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(498).c(3).t(2): not available
     12477          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(498).c(4).t(2): not available
     12478          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(498).c(5).t(2): not available
     12479          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(498).c(6).t(2): not available
     12480          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(498).c(7).t(2): not available
     12481          0    0          0  -2.2737E-13  -2.2737E-13   1.0000E+00  p(498).c(8).t(2): not available
     12482          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(498).c(9).t(2): not available
     12483          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(499).c(1).t(2): not available
     12484          0    0          0   1.7764E-15   1.7764E-15   1.0000E+00  p(499).c(2).t(2): not available
     12485          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(499).c(3).t(2): not available
     12486          0    0          0  -7.4506E-09  -7.4506E-09   1.0000E+00  p(499).c(4).t(2): not available
     12487          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(499).c(5).t(2): not available
     12488          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(499).c(6).t(2): not available
     12489          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(499).c(7).t(2): not available
     12490          0    0          0   4.5475E-13   4.5475E-13   1.0000E+00  p(499).c(8).t(2): not available
     12491          0    0          0   2.2204E-16   2.2204E-16   1.0000E+00  p(499).c(9).t(2): not available
     12492          0    0          0  -1.7764E-15  -1.7764E-15   1.0000E+00  p(500).c(1).t(2): not available
     12493          0    0          0   1.7764E-15   1.7764E-15   1.0000E+00  p(500).c(2).t(2): not available
     12494          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(500).c(3).t(2): not available
     12495          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(500).c(4).t(2): not available
     12496          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(500).c(5).t(2): not available
     12497          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(500).c(6).t(2): not available
     12498          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(500).c(7).t(2): not available
     12499          0    0          0  -4.5475E-13  -4.5475E-13   1.0000E+00  p(500).c(8).t(2): not available
     12500          0    0          0  -2.2204E-16  -2.2204E-16   1.0000E+00  p(500).c(9).t(2): not available
     12501          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(501).c(1).t(2): not available
     12502          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(501).c(2).t(2): not available
     12503          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(501).c(3).t(2): not available
     12504          0    0          0   7.4506E-09   7.4506E-09   1.0000E+00  p(501).c(4).t(2): not available
     12505          0    0          0  -8.8818E-16  -8.8818E-16   1.0000E+00  p(501).c(5).t(2): not available
     12506          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(501).c(6).t(2): not available
     12507          0    0          0   3.5527E-15   3.5527E-15   1.0000E+00  p(501).c(7).t(2): not available
     12508          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(501).c(8).t(2): not available
     12509          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(501).c(9).t(2): not available
